Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32047493,11/22/15 18:15,11/22/15 23:38,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10002,,,,,CANAL STREET,BOWERY,INTERSECTION,NEW YORK,,Precinct,Closed,11/23/15 2:15,The Police Department responded to the complaint and a report was prepared.,11/22/15 23:38,03 MANHATTAN,MANHATTAN,985343,200219,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71623157,-73.99605719,"(40.71623157263993, -73.9960571879937)"
32047494,11/22/15 14:26,11/22/15 22:44,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST SIDE HIGHWAY,VESTRY STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/22/15 22:26,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/22/15 22:44,01 MANHATTAN,MANHATTAN,981034,202678,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72298042,-74.01160235,"(40.72298041860117, -74.01160234904819)"
32052584,11/23/15 8:05,11/23/15 19:18,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10021,,,,,EAST   72 STREET,YORK AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/23/15 16:05,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/23/15 19:18,08 MANHATTAN,MANHATTAN,997062,218665,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76685203,-73.95374775,"(40.766852031168725, -73.9537477543563)"
32055056,11/23/15 9:42,11/23/15 14:07,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,10023,,,,,COLUMBUS AVENUE,BROADWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/23/15 17:42,The Police Department responded to the complaint and determined that police action was not necessary.,11/23/15 14:07,07 MANHATTAN,MANHATTAN,989182,220828,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77279681,-73.98219353,"(40.77279681117479, -73.98219353495975)"
32055108,11/23/15 14:48,11/23/15 23:09,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10075,EAST 79 STREET,EAST 79 STREET,PARK AVENUE,LEXINGTON AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/23/15 22:48,The Police Department responded and upon arrival those responsible for the condition were gone.,11/23/15 23:09,08 MANHATTAN,MANHATTAN,995425,221733,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77527511,-73.95965234,"(40.7752751109921, -73.9596523402143)"
32059888,11/24/15 17:46,11/24/15 21:54,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Roadway Tunnel,10028,,,,,,,,NEW YORK,,Precinct,Closed,11/25/15 1:46,The Police Department responded to the complaint and took action to fix the condition.,11/24/15 21:54,08 MANHATTAN,MANHATTAN,999851,221261,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,FDR Southbound,North Bound,N/A,N/A,,,,40.77397289,-73.94367324,"(40.77397289144732, -73.94367323916397)"
32059970,11/24/15 13:52,,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10028,,,,,EAST   81 STREET,1 AVENUE,INTERSECTION,NEW YORK,,Precinct,Assigned,11/24/15 21:52,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,11/24/15 14:03,08 MANHATTAN,MANHATTAN,997621,221144,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77365541,-73.95172479,"(40.77365541162767, -73.95172479233456)"
32059999,11/24/15 19:02,11/24/15 21:54,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10075,,,,,EAST   80 STREET,2 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/25/15 3:02,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/24/15 21:54,08 MANHATTAN,MANHATTAN,996836,221277,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77402161,-73.95455874,"(40.77402161430348, -73.95455873895823)"
32060989,11/24/15 21:53,11/25/15 0:10,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,EAST 63 STREET,EAST 63 STREET,2 AVENUE,1 AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/25/15 5:53,The Police Department responded to the complaint and determined that police action was not necessary.,11/25/15 0:10,08 MANHATTAN,MANHATTAN,994766,217227,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76290812,-73.96203873,"(40.76290812226482, -73.9620387287897)"
32062153,11/24/15 21:43,11/24/15 22:58,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST STREET,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/25/15 5:43,This complaint does not fall under the Police Department's jurisdiction.,11/24/15 22:58,01 MANHATTAN,MANHATTAN,981152,203476,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72517078,-74.01117701,"(40.725170777266726, -74.01117700831195)"
32064288,11/24/15 19:05,11/24/15 20:25,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,MERCER STREET,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/25/15 3:05,This complaint does not fall under the Police Department's jurisdiction.,11/24/15 20:25,02 MANHATTAN,MANHATTAN,983529,201557,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7199041,-74.00260103,"(40.71990409942778, -74.00260102845633)"
32066559,11/24/15 13:55,11/24/15 14:04,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10128,,,,,EAST   96 STREET,FDR,INTERSECTION,NEW YORK,,Precinct,Closed,11/24/15 21:55,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,11/24/15 14:04,08 MANHATTAN,MANHATTAN,999743,224537,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78296484,-73.94405561,"(40.782964835118385, -73.94405561464147)"
32067616,11/25/15 14:55,11/26/15 2:28,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10040,,,,,ST NICHOLAS AVENUE,FT GEORGE AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/25/15 22:55,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/26/15 2:28,12 MANHATTAN,MANHATTAN,1004094,251444,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85680824,-73.92826483,"(40.85680823776297, -73.92826482905474)"
32067620,11/25/15 17:11,11/25/15 19:31,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10014,,,,,CLARKSON STREET,VARICK STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 1:11,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/25/15 19:31,02 MANHATTAN,MANHATTAN,982802,204993,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.729335,-74.00522444,"(40.72933499672677, -74.00522444136838)"
32070168,11/25/15 13:32,11/25/15 15:21,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,10011,WEST 16 STREET,WEST 16 STREET,6 AVENUE,7 AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/25/15 21:32,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/25/15 15:21,04 MANHATTAN,MANHATTAN,985000,208617,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73928207,-73.99729357,"(40.739282071047704, -73.99729356629719)"
32072165,11/25/15 15:34,11/25/15 18:23,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,,,,,11 AVENUE,WEST   44 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/25/15 23:34,The Police Department responded to the complaint and took action to fix the condition.,11/25/15 18:23,04 MANHATTAN,MANHATTAN,984974,216940,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76212661,-73.99738649,"(40.762126605681814, -73.99738649324702)"
32072936,11/25/15 14:39,11/26/15 2:28,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10040,11 FORT GEORGE HILL,FORT GEORGE HILL,FAIRVIEW AVENUE,HIGHBRIDGE PARK BOUNDARY,,,ADDRESS,NEW YORK,,Precinct,Closed,11/25/15 22:39,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/26/15 2:28,12 MANHATTAN,MANHATTAN,1004217,251675,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85744199,-73.9278195,"(40.8574419860873, -73.92781950167755)"
32072959,11/25/15 21:02,11/25/15 21:41,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,10023,WEST 63 STREET,WEST 63 STREET,CENTRAL PARK WEST,BROADWAY,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/26/15 5:02,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/25/15 21:41,07 MANHATTAN,MANHATTAN,989491,220150,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7709357,-73.98107845,"(40.770935700460605, -73.98107845188294)"
32074692,11/26/15 13:02,11/26/15 13:22,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,HUBERT STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 21:02,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 13:22,01 MANHATTAN,MANHATTAN,981937,202074,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72132287,-74.00834439,"(40.721322866775374, -74.00834439237221)"
32074695,11/26/15 15:21,11/26/15 17:11,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,VARICK STREET,VAN DAM STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 23:21,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/26/15 17:11,02 MANHATTAN,MANHATTAN,982682,203937,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72643651,-74.00565716,"(40.726436513743664, -74.00565716006021)"
32074696,11/26/15 13:20,11/26/15 13:35,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST SIDE HIGHWAY,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 21:20,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 13:35,01 MANHATTAN,MANHATTAN,981152,203476,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72517078,-74.01117701,"(40.725170777266726, -74.01117700831195)"
32074697,11/26/15 13:44,11/26/15 14:10,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,WEST STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 21:44,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 14:10,01 MANHATTAN,MANHATTAN,981152,203476,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72517078,-74.01117701,"(40.725170777266726, -74.01117700831195)"
32074708,11/26/15 13:54,11/26/15 14:33,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,CENTRE STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 21:54,The Police Department responded to the complaint and determined that police action was not necessary.,11/26/15 14:33,01 MANHATTAN,MANHATTAN,984262,200870,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71801848,-73.99995671,"(40.71801847902286, -73.99995671087599)"
32075289,11/26/15 14:51,11/26/15 15:19,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST SIDE HIGHWAY,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 22:51,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 15:19,01 MANHATTAN,MANHATTAN,981194,203703,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72579385,-74.01102558,"(40.725793851729485, -74.01102558319987)"
32075308,11/26/15 13:23,11/26/15 13:38,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST STREET,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 21:23,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 13:38,01 MANHATTAN,MANHATTAN,981152,203476,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72517078,-74.01117701,"(40.725170777266726, -74.01117700831195)"
32075326,11/26/15 13:49,11/26/15 14:12,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10014,,,,,VARICK STREET,WEST HOUSTON STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 21:49,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/26/15 14:12,02 MANHATTAN,MANHATTAN,982777,204727,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72860489,-74.00531458,"(40.728604887563456, -74.00531458413064)"
32075828,11/26/15 14:46,11/26/15 15:06,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Roadway Tunnel,10006,,,,,,,,NEW YORK,,Precinct,Closed,11/26/15 22:46,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 15:06,01 MANHATTAN,MANHATTAN,979943,197079,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,West Street,South Bound,N/A,N/A,,,,40.70761204,-74.01553476,"(40.707612039013526, -74.0155347626359)"
32075866,11/26/15 16:56,11/26/15 17:38,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,LEONARD STREET,HUDSON STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/27/15 0:56,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/26/15 17:38,01 MANHATTAN,MANHATTAN,981825,201238,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71902822,-74.00874814,"(40.71902821822473, -74.0087481430296)"
32075868,11/26/15 13:47,11/26/15 14:10,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,6 AVENUE,WATTS STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 21:47,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 14:10,02 MANHATTAN,MANHATTAN,982923,202913,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72362592,-74.00478746,"(40.723625921757765, -74.00478745841919)"
32075869,11/26/15 15:17,11/26/15 15:35,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST STREET,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 23:17,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 15:35,01 MANHATTAN,MANHATTAN,981194,203703,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72579385,-74.01102558,"(40.725793851729485, -74.01102558319987)"
32075910,11/26/15 15:07,11/26/15 17:02,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10012,,,,,BROOME STREET,BROADWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 23:07,The Police Department reviewed your complaint and provided additional information below.,11/26/15 17:02,02 MANHATTAN,MANHATTAN,984291,202245,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72179252,-73.99985209,"(40.72179252277204, -73.9998520871173)"
32075911,11/26/15 15:54,11/26/15 17:00,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,LAFAYETTE STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 23:54,The Police Department reviewed your complaint and provided additional information below.,11/26/15 17:00,01 MANHATTAN,MANHATTAN,984103,201020,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71843019,-74.0005303,"(40.71843019177559, -74.00053029504515)"
32076427,11/26/15 14:17,11/26/15 14:49,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST SIDE HIGHWAY,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 22:17,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 14:49,01 MANHATTAN,MANHATTAN,981152,203476,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72517078,-74.01117701,"(40.725170777266726, -74.01117700831195)"
32076400,11/26/15 15:38,11/26/15 17:12,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Roadway Tunnel,10006,,,,,,,,NEW YORK,,Precinct,Closed,11/26/15 23:38,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/26/15 17:12,01 MANHATTAN,MANHATTAN,979943,197079,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,West Street,North Bound,N/A,N/A,,,,40.70761204,-74.01553476,"(40.707612039013526, -74.0155347626359)"
32076428,11/26/15 12:22,11/26/15 12:53,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST STREET,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 20:22,The Police Department responded to the complaint and determined that police action was not necessary.,11/26/15 12:53,01 MANHATTAN,MANHATTAN,981194,203703,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72579385,-74.01102558,"(40.725793851729485, -74.01102558319987)"
32076448,11/26/15 15:08,11/26/15 15:36,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,BROOME STREET,WEST BROADWAY,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 23:08,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 15:36,02 MANHATTAN,MANHATTAN,983424,202797,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72330759,-74.00297997,"(40.7233075908167, -74.00297997118642)"
32076449,11/26/15 13:31,11/26/15 16:31,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10018,,,,,11 AVENUE,WEST   40 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 21:31,The Police Department responded to the complaint and determined that police action was not necessary.,11/26/15 16:31,04 MANHATTAN,MANHATTAN,984460,215993,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75952736,-73.99924197,"(40.75952736086398, -73.9992419682311)"
32076450,11/26/15 15:35,11/26/15 17:00,NYPD,New York City Police Department,Traffic,Chronic Stoplight Violation,Street/Sidewalk,10013,,,,,CENTRE STREET,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 23:35,The Police Department reviewed your complaint and provided additional information below.,11/26/15 17:00,01 MANHATTAN,MANHATTAN,984262,200870,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71801848,-73.99995671,"(40.71801847902286, -73.99995671087599)"
32076492,11/26/15 14:15,11/26/15 14:36,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,CENTRE STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 22:15,The Police Department responded to the complaint and determined that police action was not necessary.,11/26/15 14:36,01 MANHATTAN,MANHATTAN,984262,200870,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71801848,-73.99995671,"(40.71801847902286, -73.99995671087599)"
32076493,11/26/15 13:59,11/26/15 14:34,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,LAFAYETTE STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 21:59,The Police Department responded to the complaint and determined that police action was not necessary.,11/26/15 14:34,01 MANHATTAN,MANHATTAN,984103,201020,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71843019,-74.0005303,"(40.71843019177559, -74.00053029504515)"
32076985,11/26/15 12:24,11/26/15 13:24,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Highway,10029,,,,,,,,NEW YORK,,Precinct,Closed,11/26/15 20:24,The Police Department reviewed your complaint and provided additional information below.,11/26/15 13:24,11 MANHATTAN,MANHATTAN,1001691,227032,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,FDR Dr,Northbound/Uptown,Roadway,East 96th St (Exit 14) - Triborough Br (Exit 17),,,,40.78980931,-73.93701502,"(40.78980931228038, -73.93701501629278)"
32077022,11/26/15 13:22,11/26/15 15:05,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10001,,,7 AVENUE,8 AVENUE,,,PLACENAME,NEW YORK,MADISON SQUARE GARDEN,Precinct,Closed,11/26/15 21:22,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 15:05,05 MANHATTAN,MANHATTAN,986087,212695,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.750475,-73.99336993,"(40.75047500123587, -73.99336992791751)"
32077042,11/26/15 13:49,11/26/15 14:30,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,CANAL STREET,LAFAYETTE STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 21:49,The Police Department responded to the complaint and determined that police action was not necessary.,11/26/15 14:30,01 MANHATTAN,MANHATTAN,984103,201020,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71843019,-74.0005303,"(40.71843019177559, -74.00053029504515)"
32077054,11/26/15 14:57,11/26/15 15:19,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,HUDSON STREET,NORTH MOORE STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 22:57,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 15:19,01 MANHATTAN,MANHATTAN,981871,201575,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71995321,-74.00858232,"(40.719953214596316, -74.00858231798425)"
32077055,11/26/15 14:12,11/26/15 14:30,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10013,,,,,WEST SIDE HIGHWAY,CANAL STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/26/15 22:12,The Police Department responded to the complaint and took action to fix the condition.,11/26/15 14:30,01 MANHATTAN,MANHATTAN,981152,203476,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72517078,-74.01117701,"(40.725170777266726, -74.01117700831195)"
