DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/31/16,14:10,MANHATTAN,10038,40.7094627,-74.008498,"(40.7094627, -74.008498)",,,69        NASSAU STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551373,SPORT UTILITY / STATION WAGON,,,,
10/31/16,14:10,MANHATTAN,10032,40.8384966,-73.9398276,"(40.8384966, -73.9398276)",SAINT NICHOLAS AVENUE,WEST 165 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3552380,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,14:10,MANHATTAN,10023,40.7716693,-73.9866959,"(40.7716693, -73.9866959)",AMSTERDAM AVENUE,WEST 61 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3551196,PASSENGER VEHICLE,,,,
10/31/16,14:10,MANHATTAN,10017,40.7526925,-73.9730457,"(40.7526925, -73.9730457)",EAST 45 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3551735,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,14:10,MANHATTAN,10016,40.7489858,-73.979955,"(40.7489858, -73.979955)",EAST 37 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3551079,PASSENGER VEHICLE,,,,
10/31/16,14:10,MANHATTAN,10013,40.7213149,-74.0015549,"(40.7213149, -74.0015549)",,,104       GRAND STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,3551126,PASSENGER VEHICLE,,,,
10/31/16,14:10,MANHATTAN,10011,40.7476892,-74.0041684,"(40.7476892, -74.0041684)",WEST 23 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3551679,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,14:10,MANHATTAN,10003,40.7324994,-73.9900991,"(40.7324994, -73.9900991)",,,112       4 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,3551537,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/31/16,14:10,MANHATTAN,10003,40.7344344,-73.9899039,"(40.7344344, -73.9899039)",EAST 14 STREET,UNION SQUARE EAST,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3552599,PASSENGER VEHICLE,,,,
10/31/16,14:10,BROOKLYN,11238,40.6714058,-73.9613194,"(40.6714058, -73.9613194)",EASTERN PARKWAY,CLASSON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,3551645,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
10/31/16,14:10,BROOKLYN,11236,40.6457036,-73.901433,"(40.6457036, -73.901433)",EAST 98 STREET,GLENWOOD ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551768,PASSENGER VEHICLE,,,,
10/31/16,14:10,BROOKLYN,11236,40.6341779,-73.8979083,"(40.6341779, -73.8979083)",AVENUE M,EAST 91 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551769,PASSENGER VEHICLE,,,,
10/31/16,14:10,BROOKLYN,11234,40.6176188,-73.9413882,"(40.6176188, -73.9413882)",EAST 35 STREET,AVENUE N,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3552056,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,14:10,BROOKLYN,11231,40.6779446,-74.0067959,"(40.6779446, -74.0067959)",DWIGHT STREET,VERONA STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3551176,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,14:10,BROOKLYN,11216,40.6778446,-73.9528108,"(40.6778446, -73.9528108)",BEDFORD AVENUE,PACIFIC STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3552818,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,14:10,BRONX,10461,40.8449798,-73.8455423,"(40.8449798, -73.8455423)",JARRETT PLACE,EASTCHESTER ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551551,VAN,PASSENGER VEHICLE,,,
10/31/16,14:10,BRONX,10461,40.8431216,-73.8476031,"(40.8431216, -73.8476031)",EAST TREMONT AVENUE,SILVER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551410,PASSENGER VEHICLE,,,,
10/31/16,14:10,BRONX,10460,40.8467812,-73.8837895,"(40.8467812, -73.8837895)",EAST 181 STREET,SOUTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3552881,SPORT UTILITY / STATION WAGON,,,,
10/31/16,14:10,BRONX,10452,40.8412824,-73.913648,"(40.8412824, -73.913648)",WYTHE PLACE,EAST 172 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3551529,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,13:10,,,40.7264469,-73.7657842,"(40.7264469, -73.7657842)",,,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,Unspecified,,,3551074,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,9:10,MANHATTAN,10022,40.7615508,-73.9665842,"(40.7615508, -73.9665842)",3 AVENUE,EAST 59 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Other Vehicular,,,,3551078,PASSENGER VEHICLE,,,,
10/31/16,9:10,MANHATTAN,10020,40.7592705,-73.9808868,"(40.7592705, -73.9808868)",WEST 49 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3551731,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,9:10,MANHATTAN,10016,40.7457274,-73.9781227,"(40.7457274, -73.9781227)",EAST 34 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3552388,PASSENGER VEHICLE,,,,
10/31/16,9:10,MANHATTAN,10004,40.7015053,-74.0125507,"(40.7015053, -74.0125507)",SOUTH STREET,WHITEHALL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551122,PICK-UP TRUCK,PICK-UP TRUCK,,,
10/31/16,9:10,MANHATTAN,10003,40.7301223,-73.989468,"(40.7301223, -73.989468)",3 AVENUE,EAST 9 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3551531,TAXI,,,,
10/31/16,9:10,BROOKLYN,11236,40.6274656,-73.8995506,"(40.6274656, -73.8995506)",SEAVIEW AVENUE,EAST 80 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551767,PASSENGER VEHICLE,,,,
10/31/16,9:10,BROOKLYN,11234,40.6212167,-73.9353802,"(40.6212167, -73.9353802)",FLATBUSH AVENUE,FLATLANDS AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3552052,SPORT UTILITY / STATION WAGON,,,,
10/31/16,9:10,BROOKLYN,11225,40.6571669,-73.9565161,"(40.6571669, -73.9565161)",,,1957      BEDFORD AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3551637,PICK-UP TRUCK,,,,
10/31/16,9:10,BROOKLYN,11224,40.5766196,-73.982595,"(40.5766196, -73.982595)",,,2905      WEST 15 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3552118,PASSENGER VEHICLE,,,,
10/31/16,9:10,BROOKLYN,11216,40.6714882,-73.947563,"(40.6714882, -73.947563)",NEW YORK AVENUE,SAINT JOHNS PLACE,,0,0,0,0,0,0,0,0,,,,,,3552822,PASSENGER VEHICLE,,,,
10/31/16,9:10,BROOKLYN,11212,40.6553118,-73.9031775,"(40.6553118, -73.9031775)",LINDEN BOULEVARD,STONE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551344,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,9:10,BROOKLYN,11209,40.6206366,-74.0351571,"(40.6206366, -74.0351571)",91 STREET,RIDGE BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551269,PASSENGER VEHICLE,,,,
10/31/16,9:10,BRONX,10474,40.808002,-73.8716584,"(40.808002, -73.8716584)",,,400       FOOD CENTER DRIVE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3552592,,,,,
10/31/16,8:10,,,40.6114589,-74.1525344,"(40.6114589, -74.1525344)",,,,2,0,0,0,0,0,2,0,Driver Inexperience,Following Too Closely,Driver Inattention/Distraction,Unspecified,,3551766,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,
10/31/16,8:10,,,,,,WYTHE AVENUE,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3551791,SPORT UTILITY / STATION WAGON,BICYCLE,,,
10/31/16,8:10,,,,,,ROCKAWAY BOULEVARD,107 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3551386,PASSENGER VEHICLE,,,,
10/31/16,8:10,,,,,,EAST 158 STREET,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3551469,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,8:10,MANHATTAN,10027,40.8156907,-73.9582947,"(40.8156907, -73.9582947)",W 125th St,broadway,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3552454,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,8:10,MANHATTAN,10009,40.7226723,-73.9829645,"(40.7226723, -73.9829645)",EAST 3 STREET,AVENUE B,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3551532,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
10/31/16,8:10,,,,,,,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551162,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,8:10,,,,,,,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551085,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,8:10,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3551836,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,8:10,,,40.7891216,-73.8225821,"(40.7891216, -73.8225821)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551082,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,8:10,,,40.7468839,-73.763468,"(40.7468839, -73.763468)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551819,SPORT UTILITY / STATION WAGON,,,,
10/31/16,8:10,,,,,,WEST 84 STREET,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3551440,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,8:10,,,,,,SEDGWICK AVENUE,,,0,0,0,0,0,0,0,0,Failure to Keep Right,Driver Inattention/Distraction,,,,3552081,PASSENGER VEHICLE,,,,
10/31/16,8:10,,,,,,ROCKAWAY BOULEVARD,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3549990,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,13:10,MANHATTAN,10002,40.7214212,-73.9867096,"(40.7214212, -73.9867096)",,,160       ESSEX STREET,4,0,0,0,0,0,4,0,Unsafe Lane Changing,Unspecified,,,,3552204,PASSENGER VEHICLE,,,,
10/31/16,13:10,,,,,,NELSON AVENUE,,,3,0,0,0,0,0,3,0,Unsafe Speed,Unspecified,,,,3551292,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,13:10,BROOKLYN,11220,40.6390839,-74.0094079,"(40.6390839, -74.0094079)",56 STREET,7 AVENUE,,2,0,2,0,0,0,0,0,Unspecified,,,,,3551382,SPORT UTILITY / STATION WAGON,,,,
10/31/16,13:10,,,,,,VANWYCK EXPRESSWAY,130 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3551185,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,13:10,QUEENS,11101,40.7366658,-73.9280297,"(40.7366658, -73.9280297)",BORDEN AVENUE,HUNTERS POINT AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3551450,PASSENGER VEHICLE,,,,
10/31/16,13:10,BRONX,10457,40.842191,-73.8941015,"(40.842191, -73.8941015)",CROTONA PARK NORTH,CROTONA AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3551873,SPORT UTILITY / STATION WAGON,,,,
10/31/16,13:10,,,40.7831836,-73.9436089,"(40.7831836, -73.9436089)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551228,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,13:10,,,,,,,,west street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551179,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,13:10,,,,,,WAVERLY AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551139,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/31/16,13:10,,,,,,WARREN STREET,HICKS STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551177,PASSENGER VEHICLE,VAN,,,
10/31/16,13:10,,,,,,SAINT MARKS AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551323,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,13:10,,,,,,REDFERN AVENUE,HASSOCK STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551325,PASSENGER VEHICLE,,,,
10/31/16,13:10,,,,,,CROCHERON AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3551407,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,13:10,,,,,,78 AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551501,SPORT UTILITY / STATION WAGON,,,,
10/31/16,13:10,,,,,,1 AVENUE,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3551654,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,13:10,QUEENS,11429,40.7034339,-73.740502,"(40.7034339, -73.740502)",MURDOCK AVENUE,SPRINGFIELD BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551213,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,13:10,QUEENS,11420,40.6825399,-73.8071557,"(40.6825399, -73.8071557)",135 STREET,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3552377,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,13:10,QUEENS,11385,40.6965692,-73.8945564,"(40.6965692, -73.8945564)",60 LANE,78 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551502,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,13:10,QUEENS,11374,40.7317534,-73.8535876,"(40.7317534, -73.8535876)",102 STREET,64 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3551108,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,13:10,MANHATTAN,10036,40.7556978,-73.9881898,"(40.7556978, -73.9881898)",,,217       WEST 41 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3552161,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,13:10,MANHATTAN,10034,40.8664952,-73.9174549,"(40.8664952, -73.9174549)",,,3936      10 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Turning Improperly,,,,3551750,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,13:10,MANHATTAN,10032,40.8404858,-73.9383657,"(40.8404858, -73.9383657)",WEST 168 STREET,AUDUBON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3552233,PASSENGER VEHICLE,,,,
10/31/16,13:10,MANHATTAN,10029,40.7892055,-73.9548156,"(40.7892055, -73.9548156)",5 AVENUE,EAST 98 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551829,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,13:10,MANHATTAN,10022,40.7635887,-73.9714096,"(40.7635887, -73.9714096)",EAST 59 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551730,TAXI,PICK-UP TRUCK,,,
10/31/16,13:10,MANHATTAN,10019,40.7656758,-73.9762353,"(40.7656758, -73.9762353)",CENTRAL PARK SOUTH,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3551722,TAXI,PICK-UP TRUCK,,,
10/31/16,13:10,MANHATTAN,10010,40.7401843,-73.986363,"(40.7401843, -73.986363)",PARK AVENUE SOUTH,EAST 23 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551355,PICK-UP TRUCK,TAXI,,,
10/31/16,13:10,BROOKLYN,11249,40.7090493,-73.9670073,"(40.7090493, -73.9670073)",,,39        SOUTH 9 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,3551802,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/31/16,13:10,BROOKLYN,11233,40.6735432,-73.9105991,"(40.6735432, -73.9105991)",,,1760      EASTERN PARKWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551364,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,13:10,BROOKLYN,11232,40.648744,-74.0208761,"(40.648744, -74.0208761)",53 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551383,,,,,
10/31/16,13:10,BROOKLYN,11222,40.7276604,-73.9429439,"(40.7276604, -73.9429439)",MONITOR STREET,NORMAN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551424,PASSENGER VEHICLE,,,,
10/31/16,13:10,BROOKLYN,11222,,,,LORIMER STREET,MESEROLE AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551024,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/31/16,13:10,BRONX,10472,40.8276556,-73.8860957,"(40.8276556, -73.8860957)",WESTCHESTER AVENUE,WHITLOCK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551173,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,12:10,BROOKLYN,11215,40.6657507,-73.9792267,"(40.6657507, -73.9792267)",8 AVENUE,9 STREET,,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,Unspecified,,,3551942,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
10/31/16,12:10,,,,,,RICHMOND AVENUE,FOREST HILL ROAD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3551243,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,12:10,QUEENS,11354,40.7595424,-73.8322546,"(40.7595424, -73.8322546)",,,39-07     PRINCE STREET,1,0,0,0,0,0,1,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3551090,PASSENGER VEHICLE,,,,
10/31/16,12:10,QUEENS,11354,40.7614168,-73.8228825,"(40.7614168, -73.8228825)",,,143-51    ROOSEVELT AVENUE,1,0,1,0,0,0,0,0,Unspecified,,,,,3551089,PASSENGER VEHICLE,,,,
10/31/16,12:10,MANHATTAN,10025,40.7940523,-73.9703673,"(40.7940523, -73.9703673)",AMSTERDAM AVENUE,WEST 96 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3551341,,,,,
10/31/16,12:10,BROOKLYN,11221,40.6933649,-73.9128515,"(40.6933649, -73.9128515)",,,446       WILSON AVENUE,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3552632,PASSENGER VEHICLE,BICYCLE,,,
10/31/16,12:10,,,40.6669368,-73.782705,"(40.6669368, -73.782705)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551069,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,12:10,,,,,,STEINWAY STREET,ASTORIA BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,3550007,PASSENGER VEHICLE,,,,
10/31/16,12:10,,,,,,RICHMOND AVENUE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551244,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,12:10,,,,,,BROADWAY,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3551801,PASSENGER VEHICLE,,,,
10/31/16,12:10,,,,,,29 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551666,PASSENGER VEHICLE,TAXI,,,
10/31/16,12:10,STATEN ISLAND,10304,40.6206736,-74.0774142,"(40.6206736, -74.0774142)",,,160       TOMPKINS AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3551312,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,12:10,QUEENS,11385,40.7063567,-73.9002685,"(40.7063567, -73.9002685)",MADISON STREET,60 PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551499,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,12:10,QUEENS,11385,40.7077596,-73.8975648,"(40.7077596, -73.8975648)",FRESH POND ROAD,WOODBINE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3551500,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,12:10,QUEENS,11378,40.7197111,-73.9082572,"(40.7197111, -73.9082572)",58 DRIVE,59 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551505,SPORT UTILITY / STATION WAGON,,,,
10/31/16,12:10,QUEENS,11367,40.7182268,-73.8151403,"(40.7182268, -73.8151403)",UNION TURNPIKE,147 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551023,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/31/16,12:10,QUEENS,11366,40.7331298,-73.7830252,"(40.7331298, -73.7830252)",73 AVENUE,188 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3551021,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/31/16,12:10,QUEENS,11358,40.7600413,-73.8040182,"(40.7600413, -73.8040182)",,,42-01     162 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3551093,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/31/16,12:10,MANHATTAN,10039,40.8281097,-73.9380519,"(40.8281097, -73.9380519)",,,2890      8 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,3551510,PICK-UP TRUCK,,,,
10/31/16,12:10,MANHATTAN,10036,40.7548409,-73.9841185,"(40.7548409, -73.9841185)",WEST 42 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3552242,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,12:10,MANHATTAN,10036,40.762025,-74.0011515,"(40.762025, -74.0011515)",WEST 42 STREET,12 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3552412,PASSENGER VEHICLE,,,,
10/31/16,12:10,MANHATTAN,10023,40.7765129,-73.9807339,"(40.7765129, -73.9807339)",,,138       WEST 70 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551189,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,12:10,MANHATTAN,10011,40.7404431,-74.0020208,"(40.7404431, -74.0020208)",WEST 15 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3552396,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,12:10,MANHATTAN,10002,40.7228132,-73.9914498,"(40.7228132, -73.9914498)",,,215       CHRYSTIE STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551406,,,,,
10/31/16,12:10,BROOKLYN,11237,40.7077988,-73.9274621,"(40.7077988, -73.9274621)",,,160       INGRAHAM STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3552508,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,12:10,BROOKLYN,11230,40.6247649,-73.9651721,"(40.6247649, -73.9651721)",CONEY ISLAND AVENUE,AVENUE J,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3552173,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,12:10,BROOKLYN,11229,40.6097428,-73.9446726,"(40.6097428, -73.9446726)",QUENTIN ROAD,EAST 29 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3552873,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,12:10,BROOKLYN,11222,40.7288235,-73.9536587,"(40.7288235, -73.9536587)",NOBLE STREET,MANHATTAN AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551015,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,12:10,BROOKLYN,11201,40.6960346,-73.9845292,"(40.6960346, -73.9845292)",TILLARY STREET,FLATBUSH AVENUE EXTENSION,,0,0,0,0,0,0,0,0,Oversized Vehicle,Traffic Control Disregarded,,,,3551161,TAXI,,,,
10/31/16,12:10,BRONX,10474,40.8123527,-73.8849622,"(40.8123527, -73.8849622)",BRYANT AVENUE,RANDALL AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3551172,PASSENGER VEHICLE,,,,
