DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/31/16,5:10,BROOKLYN,11228,40.6183691,-74.0073698,"(40.6183691, -74.0073698)",,,1360      77 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,3551268,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/31/16,5:10,BRONX,10462,40.853685,-73.8691664,"(40.853685, -73.8691664)",BRONX PARK EAST,MARAN PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3551533,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
10/31/16,5:10,BRONX,10459,40.8209889,-73.8949048,"(40.8209889, -73.8949048)",TIFFANY STREET,EAST 163 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551170,PASSENGER VEHICLE,,,,
10/31/16,4:10,,,,,,ERSKINE STREET,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,,,,,3551329,SPORT UTILITY / STATION WAGON,,,,
10/31/16,4:10,BROOKLYN,11201,40.6936492,-73.9833217,"(40.6936492, -73.9833217)",FLATBUSH AVENUE EXTENSION,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3551259,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,3:10,QUEENS,11366,40.7286695,-73.7919551,"(40.7286695, -73.7919551)",75 AVENUE,177 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3551842,PASSENGER VEHICLE,,,,
10/31/16,3:10,BROOKLYN,11236,40.6527885,-73.919961,"(40.6527885, -73.919961)",REMSEN AVENUE,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3550832,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,2:10,,,40.6671982,-73.7790801,"(40.6671982, -73.7790801)",,,,4,0,0,0,0,0,4,0,Aggressive Driving/Road Rage,Unspecified,,,,3550707,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,2:10,MANHATTAN,10024,40.7890514,-73.9703009,"(40.7890514, -73.9703009)",COLUMBUS AVENUE,WEST 90 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3551348,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,2:10,,,40.7627412,-73.8394973,"(40.7627412, -73.8394973)",,,,1,0,0,0,0,0,1,0,Other Vehicular,,,,,3550858,PASSENGER VEHICLE,,,,
10/31/16,2:10,,,,,,137-36 juniper avenue,135 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3551094,PASSENGER VEHICLE,,,,
10/31/16,2:10,MANHATTAN,10002,40.7138434,-73.9927243,"(40.7138434, -73.9927243)",EAST BROADWAY,PIKE STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3552025,,,,,
10/31/16,2:10,,,40.7328231,-73.8683917,"(40.7328231, -73.8683917)",,,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,,,,,3550857,TAXI,,,,
10/31/16,2:10,,,40.6671982,-73.7790801,"(40.6671982, -73.7790801)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3550646,SPORT UTILITY / STATION WAGON,,,,
10/31/16,2:10,BROOKLYN,11223,40.6088143,-73.9729958,"(40.6088143, -73.9729958)",MC DONALD AVENUE,AVENUE P,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551366,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/31/16,23:10,QUEENS,11422,40.6721986,-73.7345961,"(40.6721986, -73.7345961)",135 AVENUE,BROOKVILLE BOULEVARD,,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,Unspecified,,,3551353,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/31/16,23:10,QUEENS,11691,40.6017393,-73.7466591,"(40.6017393, -73.7466591)",HURLEY COURT,CAFFREY AVENUE,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,,3552076,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
10/31/16,23:10,,,,,,FURMAN STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551279,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,23:10,,,,,,BAILEY AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551235,SPORT UTILITY / STATION WAGON,,,,
10/31/16,23:10,,,,,,5 AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3551375,TAXI,SPORT UTILITY / STATION WAGON,,,
10/31/16,23:10,,,,,,223 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551840,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,23:10,MANHATTAN,10022,40.7635887,-73.9714096,"(40.7635887, -73.9714096)",EAST 59 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Driver Inattention/Distraction,,,,3551374,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,23:10,BROOKLYN,11236,40.6345745,-73.9059495,"(40.6345745, -73.9059495)",EAST 85 STREET,AVENUE K,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3551792,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,23:10,BROOKLYN,11216,40.6773522,-73.9442307,"(40.6773522, -73.9442307)",PACIFIC STREET,BROOKLYN AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3552666,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/31/16,22:10,,,,,,EUCLID AVENUE,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3551397,SPORT UTILITY / STATION WAGON,,,,
10/31/16,22:10,BROOKLYN,11216,40.6822953,-73.9436894,"(40.6822953, -73.9436894)",,,441       TOMPKINS AVENUE,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,3551609,PASSENGER VEHICLE,BICYCLE,PASSENGER VEHICLE,,
10/31/16,22:10,,,,,,WHITE PLAINS ROAD,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551647,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,22:10,,,,,,135 STREET,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551201,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,22:10,QUEENS,11413,40.6724279,-73.756362,"(40.6724279, -73.756362)",SPRINGFIELD BOULEVARD,140 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551197,FIRE TRUCK,PASSENGER VEHICLE,,,
10/31/16,22:10,QUEENS,11374,40.7316227,-73.8565971,"(40.7316227, -73.8565971)",63 DRIVE,99 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551401,PASSENGER VEHICLE,,,,
10/31/16,22:10,MANHATTAN,10036,40.7609926,-73.990759,"(40.7609926, -73.990759)",9 AVENUE,WEST 46 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3551715,TAXI,PASSENGER VEHICLE,,,
10/31/16,22:10,MANHATTAN,10028,40.7794977,-73.9555841,"(40.7794977, -73.9555841)",EAST 86 STREET,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3551378,PASSENGER VEHICLE,TAXI,,,
10/31/16,22:10,MANHATTAN,10002,40.7231754,-73.9893933,"(40.7231754, -73.9893933)",EAST HOUSTON STREET,ELDRIDGE STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Unspecified,Unspecified,,3551885,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
10/31/16,21:10,,,,,,EXTERIOR STREET,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,3551693,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/31/16,21:10,,,40.8246095,-73.8242072,"(40.8246095, -73.8242072)",,,,1,0,0,0,0,0,1,0,Unspecified,,,,,3552727,PASSENGER VEHICLE,,,,
10/31/16,21:10,,,,,,UTOPIA PARKWAY,GRAND CENTRAL PKWY SERVICE RD,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3551199,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,21:10,MANHATTAN,10023,40.7799246,-73.9806751,"(40.7799246, -73.9806751)",WEST 74 STREET,AMSTERDAM AVENUE,,1,0,1,0,0,0,0,0,Driver Inexperience,,,,,3551443,SPORT UTILITY / STATION WAGON,,,,
10/31/16,21:10,BROOKLYN,11222,40.7206006,-73.9547539,"(40.7206006, -73.9547539)",BEDFORD AVENUE,NORTH 12 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3551236,PASSENGER VEHICLE,,,,
10/31/16,21:10,,,,,,,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3551390,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,21:10,,,40.845106,-73.9149331,"(40.845106, -73.9149331)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3551643,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,21:10,,,40.8316873,-73.8556111,"(40.8316873, -73.8556111)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3551694,PASSENGER VEHICLE,,,,
10/31/16,21:10,,,40.7850321,-73.9405708,"(40.7850321, -73.9405708)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551224,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,21:10,,,40.7170151,-73.8297,"(40.7170151, -73.8297)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3552001,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,21:10,,,,,,,,1927      RICHMOND TERRACE,0,0,0,0,0,0,0,0,Backing Unsafely,Following Too Closely,,,,3551515,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,21:10,,,,,,WEST 3 STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551252,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,21:10,,,,,,DYCKMAN STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551783,TAXI,PASSENGER VEHICLE,,,
10/31/16,21:10,QUEENS,11420,40.6661202,-73.8222416,"(40.6661202, -73.8222416)",NORTH CONDUIT AVENUE,LEFFERTS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551387,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/31/16,21:10,QUEENS,11367,40.7252647,-73.8187575,"(40.7252647, -73.8187575)",73 AVENUE,147 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3551250,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
10/31/16,21:10,QUEENS,11101,40.7362007,-73.9351929,"(40.7362007, -73.9351929)",BRADLEY AVENUE,35 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551210,PASSENGER VEHICLE,,,,
10/31/16,16:10,BROOKLYN,11222,40.7229024,-73.9458594,"(40.7229024, -73.9458594)",,,197       DRIGGS AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3551422,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,16:10,BROOKLYN,11214,40.6004533,-73.9867372,"(40.6004533, -73.9867372)",,,2450      83 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3552515,SPORT UTILITY / STATION WAGON,,,,
10/31/16,16:10,BROOKLYN,11204,40.608743,-73.9735684,"(40.608743, -73.9735684)",,,382       AVENUE P,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3552507,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/31/16,16:10,BROOKLYN,11203,40.6577686,-73.9396157,"(40.6577686, -73.9396157)",WINTHROP STREET,ALBANY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3551639,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,16:10,BRONX,10474,40.8123086,-73.8963599,"(40.8123086, -73.8963599)",LEGGETT AVENUE,GARRISON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551168,PASSENGER VEHICLE,,,,
10/31/16,16:10,BRONX,10473,40.8206924,-73.8705645,"(40.8206924, -73.8705645)",,,810       METCALF AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3552297,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,16:10,BRONX,10466,40.8880256,-73.8481729,"(40.8880256, -73.8481729)",,,1050      EAST 230 STREET,0,0,0,0,0,0,0,0,Accelerator Defective,,,,,3551076,SPORT UTILITY / STATION WAGON,,,,
10/31/16,16:10,BRONX,10456,40.8283951,-73.9056321,"(40.8283951, -73.9056321)",,,1122      FRANKLIN AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551119,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,16:10,BRONX,10455,40.8102649,-73.9039853,"(40.8102649, -73.9039853)",EAST 147 STREET,AUSTIN PLACE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3551475,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,16:10,BRONX,10451,40.8180125,-73.9251851,"(40.8180125, -73.9251851)",EAST 149 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,Pavement Defective,Unspecified,,,,3552181,SPORT UTILITY / STATION WAGON,,,,
10/31/16,15:10,BROOKLYN,11213,40.6695546,-73.9449618,"(40.6695546, -73.9449618)",EASTERN PARKWAY,BROOKLYN AVENUE,,4,0,0,0,0,0,4,0,Failure to Yield Right-of-Way,Unspecified,,,,3552579,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,15:10,QUEENS,11420,40.6810636,-73.8263661,"(40.6810636, -73.8263661)",109 AVENUE,114 STREET,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3551107,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/31/16,15:10,BROOKLYN,11207,40.6728468,-73.8894171,"(40.6728468, -73.8894171)",PITKIN AVENUE,HENDRIX STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3551395,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,15:10,,,40.786255,-73.9393403,"(40.786255, -73.9393403)",,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3551831,TAXI,,,,
10/31/16,15:10,QUEENS,11411,40.7004757,-73.7383533,"(40.7004757, -73.7383533)",115 AVENUE,219 STREET,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3551143,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,15:10,QUEENS,11377,40.7489548,-73.8996922,"(40.7489548, -73.8996922)",37 AVENUE,63 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3551455,PICK-UP TRUCK,,,,
10/31/16,15:10,QUEENS,11354,40.7681682,-73.8242112,"(40.7681682, -73.8242112)",PARSONS BOULEVARD,33 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3551132,PASSENGER VEHICLE,,,,
10/31/16,15:10,QUEENS,11104,40.7413629,-73.9209552,"(40.7413629, -73.9209552)",GREENPOINT AVENUE,44 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3551138,SPORT UTILITY / STATION WAGON,BICYCLE,,,
10/31/16,15:10,QUEENS,11101,40.7459785,-73.9480673,"(40.7459785, -73.9480673)",46 AVENUE,21 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3551214,SPORT UTILITY / STATION WAGON,,,,
10/31/16,15:10,MANHATTAN,10007,40.7171751,-74.0128675,"(40.7171751, -74.0128675)",WEST STREET,CHAMBERS STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3551180,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,15:10,,,40.584904,-73.9583072,"(40.584904, -73.9583072)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3552874,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,15:10,,,,,,ASHFORD STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551399,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,15:10,,,,,,64 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3552552,,,,,
10/31/16,15:10,,,,,,37 AVENUE,69 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3551127,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,15:10,,,,,,110-76 Rockaway Blvd,rockaway blvd,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551111,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,15:10,STATEN ISLAND,10312,40.546255,-74.1588658,"(40.546255, -74.1588658)",AMBOY ROAD,ARMSTRONG AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551181,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,15:10,QUEENS,11385,40.7052744,-73.8621937,"(40.7052744, -73.8621937)",,,78-20     87 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3551503,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,15:10,QUEENS,11385,40.6986198,-73.8890245,"(40.6986198, -73.8890245)",,,65-05     COOPER AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551507,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,15:10,QUEENS,11374,40.7280765,-73.8610606,"(40.7280765, -73.8610606)",,,95-19     64 ROAD,0,0,0,0,0,0,0,0,,,,,,3551110,SPORT UTILITY / STATION WAGON,,,,
10/31/16,15:10,QUEENS,11354,40.7617573,-73.8302637,"(40.7617573, -73.8302637)",,,136-25    37 AVENUE,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3551095,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,15:10,QUEENS,11354,40.7627471,-73.8332862,"(40.7627471, -73.8332862)",PRINCE STREET,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3551096,PASSENGER VEHICLE,TAXI,,,
10/31/16,15:10,QUEENS,11101,40.7471204,-73.9423823,"(40.7471204, -73.9423823)",JACKSON AVENUE,44 DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3551217,TAXI,PICK-UP TRUCK,,,
10/31/16,15:10,MANHATTAN,10075,40.7743233,-73.9614762,"(40.7743233, -73.9614762)",PARK AVENUE,EAST 77 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3551368,SPORT UTILITY / STATION WAGON,TAXI,,,
10/31/16,15:10,MANHATTAN,10035,40.8005088,-73.9381463,"(40.8005088, -73.9381463)",3 AVENUE,EAST 120 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3552732,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/31/16,15:10,MANHATTAN,10029,40.796006,-73.9354092,"(40.796006, -73.9354092)",1 AVENUE,EAST 116 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Following Too Closely,,,,3552723,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,15:10,MANHATTAN,10011,40.7410799,-74.0015553,"(40.7410799, -74.0015553)",WEST 16 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3552414,TAXI,TAXI,,,
10/31/16,15:10,MANHATTAN,10000,40.7804056,-73.9615593,"(40.7804056, -73.9615593)",,,2         TRANSVERSE ROAD NUMBER THREE,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,3551940,TAXI,,,,
10/31/16,15:10,BROOKLYN,11236,40.6366975,-73.9145865,"(40.6366975, -73.9145865)",,,709       EAST 80 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3551770,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,15:10,BROOKLYN,11236,40.642498,-73.9085039,"(40.642498, -73.9085039)",,,1080      REMSEN AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551781,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,15:10,BROOKLYN,11222,40.7260198,-73.9574164,"(40.7260198, -73.9574164)",,,25        FRANKLIN STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551431,VAN,,,,
10/31/16,15:10,BRONX,10474,40.8214127,-73.8846178,"(40.8214127, -73.8846178)",EDGEWATER ROAD,GARRISON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3552590,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/31/16,15:10,BRONX,10468,40.8608772,-73.9105461,"(40.8608772, -73.9105461)",,,2241      SEDGWICK AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3551257,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,14:10,,,40.8864334,-73.8957943,"(40.8864334, -73.8957943)",,,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,Unspecified,,,3551229,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
10/31/16,14:10,,,,,,,,610       PORT RICHMOND AVENUE,1,0,0,0,0,0,1,0,Steering Failure,Unspecified,,,,3551246,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/31/16,14:10,,,,,,PARSONS BOULEVARD,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3551092,SPORT UTILITY / STATION WAGON,,,,
10/31/16,14:10,,,,,,DITMARS BOULEVARD,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3551667,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,14:10,QUEENS,11418,40.7000093,-73.8308861,"(40.7000093, -73.8308861)",LEFFERTS BOULEVARD,JAMAICA AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3551751,PASSENGER VEHICLE,,,,
10/31/16,14:10,MANHATTAN,10012,40.7243422,-73.9932246,"(40.7243422, -73.9932246)",,,77        EAST HOUSTON STREET,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3551451,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,14:10,,,40.7549013,-73.7454772,"(40.7549013, -73.7454772)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3551356,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,14:10,,,,,,WEST END AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551195,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
10/31/16,14:10,,,,,,WEST 220 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551748,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/16,14:10,,,,,,NEVINS STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3551178,TAXI,PASSENGER VEHICLE,,,
10/31/16,14:10,,,,,,28-03,38 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3551626,PICK-UP TRUCK,,,,
10/31/16,14:10,STATEN ISLAND,10301,40.6360223,-74.0853441,"(40.6360223, -74.0853441)",,,14        CASTLETON AVENUE,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3551316,PASSENGER VEHICLE,,,,
10/31/16,14:10,QUEENS,11434,40.6602834,-73.7689061,"(40.6602834, -73.7689061)",,,147-24    177 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3551148,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/16,14:10,QUEENS,11417,40.6803704,-73.8424732,"(40.6803704, -73.8424732)",,,96-02     ROCKAWAY BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551388,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,14:10,QUEENS,11372,40.7496603,-73.8850849,"(40.7496603, -73.8850849)",,,81-02     37 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3551114,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/16,14:10,QUEENS,11368,40.7454732,-73.8660876,"(40.7454732, -73.8660876)",97 PLACE,44 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3551262,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/16,14:10,QUEENS,11367,40.7352744,-73.8237783,"(40.7352744, -73.8237783)",,,144-39    GRAVETT ROAD,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,3552278,PASSENGER VEHICLE,,,,
10/31/16,14:10,QUEENS,11363,40.7684013,-73.7375377,"(40.7684013, -73.7375377)",NORTHERN BOULEVARD,MARATHON PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3551358,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
